label,text
RECEIPT,"(481500-M)

Cc W KHOO HARDWARE SDN BHD
NO.5G , JALAN PBS 14/11,
KAWASAN PERINDUSTRIAN BUKIT SERDANG,
Tel : 03-89410243 Fax : 03-89410243
GST Reg No. : 000549584896

Tax Invoice

Invoice No. —: CR 1806/0729

Date : 11/06/2018 3:38:36 PM
Cashier No. : tee

Counter No. =: ¢c2

Printed Date : 11/06/2018 3:36:21 PM

Item Name Qty Unit Price Amount
100# X 4L COMPRESSOR OIL @ TIN
1 48.00 48.00 sR
1 Item(s) Net Total(MYR: «48.00
Rounding Adj. :
Net Total Rounded (MYR) :
Cash :
Change

Thank You. Please Come Again !"
RECEIPT,"99 SPEED MART S/B (519537-X)
LOT P.T. 2811, JALAN ANGSA,
TAMAN BERKELEY
41150 KLANG, SELANGOR

1132-P3 $6
GST ID. NO s 000181747712

INVOICE NO : 18301/102/T0305

03: 16PH 569337 07-02-18

2471 888 LYCHEES IN SYRUP S = RM10,14 s
03 X RK 3.38

270 CSR GULA 12%1K6* RN3S.20 z

ete tn ne es enn ee nee

Total Sales (Inclusive GST) RM 45.34

Rounding Adjustment RM 01
Rounding RM 45.35 ~

CREDIT RM = 45.35

CHANGE RM 00

6ST Summary Amount (RH) Tax(RM)

s = by 9.57 STV
z = 04 35.20 00
Ab 36

Thank You. Please come again
Keep the invoice for applicable returns"
RECEIPT,"Sanjung Realiti Sdn. Bhd. (779763-K)
(GST Registration No.: 001751072768)

Car Park Office, Basement 1,

Lebuhraya SPRINT, PJU6A,

47400 Petaling Jaya, Selangor

Tel.: +603 7726 2929 Fax: +603 7726 1326

>>> TAX INVOICE <<<

Tax Invoice No.: 0714/0601/00601
27/06/18 10:08

010100 Pay parking ticket © 1.50 RH

27/06/18 09:49 - 27/06/18 10:08

Length of stay: 0 Dy. O Hr. 19 Hin.
0247295105901 10381 7835357029

Total amount 1.50 RH
Accepted total 2.00 RH
Change 0.50 RH
GST 08 0.00 RH

FARO OI RII RII ARI RI BI BAR
x Thank you %"
RECEIPT,"ADVANCO COMPANY
Company Reg. No. : 725186-V
NO 1&3, Jalan Wangsa Delima 12,
Wangsa Link, Wangsa Maju,
53300 Kuala Lumpur
03-41318972

GST Reg : 001658445824

TAX INVOICE

CB#: 398313 23/03/2018 3:13:19
M#: M2-0
Cashier: 2000 -
Qty Description Price _ Total
FUJI XEROX EVERYDAY AA 70GSM § £ SR

5 27499 11.00 55.00

Item Discount $0.20 1.00

CANON PG-47BK E400 BLACK FINE ¢ SR

1 27736 29.00 29.00

6 Type. 2 Total 84.00
Disc $20 x5 -1.00
Rounding Adj 0.00 _
Total Inclusive GST: 83.00
CASH 85.00
Change 2.00
GST Summary
Code % Net Amt GST Total
SR 6% 78,30 4.70 83.00
Total 78.30 470 83.00

Thank you & Please come again.

Goods sold are not returnable for refund or
exchange !!"
RECEIPT,"tan chay yee

MITER 8 (a (wu UNGAL RENGTT ) SON, Bt,
g0-T )
No. 343, Jalan Kurau, Sungai Rengit,
81620 Pengerang, Johor.
el; 07-8263254 Fax: 07-8266888

INVOICE

TTEM/DESC. QTY U.PRICE RNCTOTAL)
4132 1 20.00 20. 00
CROCS 300X17 TUBES

SUB TOTAL : 20.00

ROUNDING ADJUSTMENT : 0.00
GRAND TOTAL : 20.00

CASH : 20.00

CHANGE : 0.00

23-01-2019 13:14:15 PM, PRINT BY: root
TOKEN NO: 0, STATION ID: Al, PID: POS
INVOICE NO: 22497

Thanks Your Support Gy WwW ny"
RECEIPT,"Cele R
— MBB 964 100

KEDAI PAPAN YEW CHUAN
(0005583085-k)

LOT 276 JALAN BANTING
43800 DENGKIL, SELANGOR.

TEL : 03-87686092 FAX: 03-87686092
GST ID : 000781500416

~——_________ TAX INVOICE
Bill To:

SUCI ALAM JAYA TRANSPORT

NO 1 JALAN AMAN 2

TAMAN DESA 43800

DENGKIL SELANGOR

017-6057770
‘DocNo ~~ CS00010930 Cate: 17/03/2078

Cashier : USER Time: 15:02:00
Salesperson : Ref.:
jtem Qty S/Price S/Price Amount Tax
100088 3 55.00 58.30 174.90 SR
B.R.C A10 1.7X4M
~~ TotalQty, 3 9G
Total Sales (Excluding GST); 165.00
Discount : 0.00
TotalGST : 9.90
Rounding : 0.00
Total Sales (Inclusive of GST) : 174.90
CASH : 200.00
Change : 25.10
GST SUMMARY oO
Tax Code % Amt(RM)  Tax(RM)
SR 6 165.00 9.90
Total : 165.00 9.90

GOODS SOLD ARE NOT RETURNABLE, THANK YOU."
RECEIPT,"MR. D.I.¥. (KUCHAT) SDN BHD
(CO Reg : 750441-W)
LOT 1851-A & 1851-B, JALAN KPB 6,
KAWASAN PERINDUSTRIAN BALAKONG,
43300 SERI KEMBANGAN, SELANGOR
(GST ID No :000473792512)

(KEPONG)

- TAX INVOICE -
KNIFE 7240 *§
BB21-41-61 - 12/72
6926292571513 1%) 15.57 15.57
M/FUNCTION SCISSORS K56 *5
GAO7 - 12/144
6926292592327 TX 7.45. 745
KIWI S/S KNIFE NO.475 5’ *§
WA37 - 12/480
8910041 1X 4028s aes
Item(s) : 8 Qty(s) : 3
Total Incl. GST RM 27.27
ROUNDING ADJUSTMENT -RM 0.02
TOTAL ROUNDED RM 27.25
CASH RM 30.00
CHANGE RM 2.75
GST Summary Amt(RM) = Tax(RM)
GST SR@O% eA 0.00

30-06-18 13:27 SHO1 B003 711 000639004
OPERATOR KPOT - ASYRAF ALI

EXCHANGE ARE ALLOWED WITHIN
7 DAYS WITH RECEIPT.
STRICTLY NO CASH REFUND."
RECEIPT,"SWE OX

MR. D.I.Y. (M) SDN BHD
(CO.REG :860671-D)
LOT 1851-A & 1851-B, JALAN KPB 6,
KAWASAN PERINOUSTRIAN BALAKONG,
43300 SERI KEMBANGAN, SELANGOR
(GST ID No :000306020352)
(I0I PUCHONG)
-TAX INVOICE-
SEKOPLAS H/D GARBAGE 89cm*117cm 10s  *S
WA57 - 16

9557002081113 4X 9.50 38.00
Item(s) : 1 Qty(s) : 4
Total Incl. GST@Bx RM 38.00
CASH RM 50.00
> CHANGE RM 12.00
()
a @6% included in total RM 2.15

27. 04-18 16:26 SHO] Zu86 = T2 R000120718
OPERATOR TRAINEE CASHIER

EXCHANGE ARE ALLOWED WITHIN
7 DAY WITH RECEIPT,
STRICTLY NO CASH REFUND."
RECEIPT,"GAKDENI AR AREREES (KL) SDN BID (I 39386 X)
Lot 3, Jalan Pelabur 23/1,
40300 ah Alam, Selangor.
Vel: O3- 3$423228 Wax:05- 55423213
1D: 000381399040

TAK INVOICE / ADJUSTWENT NOTE

on No © 7QIRFI1S
Casn Inv No.: 7828F715
VEOSi4A Date; 28/08/7017

HAKASSAR FRESH MARKET SON BHD
GROUND FLOOR, NO. 4 & 6,
JALAN SS 15/46,

47500 SUBANG JAYA, SELANGOR
V EOS: Ridzuan (11900)

DD: 28

08/2017

O.¢ E
WiOLEMEAL
0.C JUMBO

Btt 1A-B/ SCOTCH 3. 72 3. eo 6
Ck OCLT @.72 20 @ ¢ _J
Total 6% supplies (excl. GST): 25.56
(ST; 1.53
Total 6% supplies (Inc. GST): 27.09

Total @& supplies: 14.35
Total Payable: = 41.44

E.&.0
Recety wWove goods in good order condition.
The reciprent of Gardenta's pr ts is
required take necessary adj ments to its
input ta Louns, on tne basic of the

adjustinents shown in this Tax [nvoice /

mk © CUSTOMER'S COPY”
So | aa lil"
RECEIPT,"——

POPULAR BOOK
CO. (M) SDN BHD

(Co. No. 113825-W)
(GST Reg No. 001492992000)
| No 8, Jalan 7/118B, Desa Tun Razak
56000 Kuala Lumpur, Malaysia
.  SUNWAY VELOCITY
Tel : 03-9201 6281/6920
01/03/18 19:14 Slip No.: 0010104733
WONG PEI YI Trans: 114793
Member Card No: 2008011381468
Card Expiry: 30/09/18

Description Amount
TOMBOW C/Tape CX5N

2pc @ 9, 89 19.78 T
- Spring Issue 20% Reba

L1l X-VENTURE UNEXPLA[BK] 12.00 Z

Member Discount -1.20
PU EXPANDING FILE-TS 20.90 T
Member Discount -2. 09
Total RM Incl. of GST 49. 39
Rounding Adj 0.01
Total RM 49. 40
Cash ~50. 00
CHANGE 0.60
Item Count 5
GST Summary Amount (RM) Tax (RM)
T @ 6% 36. 41 2.18
Z @ 0% 10, 80 0. 00
Total Savings -3. 29

BE A POPULAR CARD MEMBER
AND ENJOY SPECIAL DISCOUNTS
THANK YOU. PLEASE COME AGAIN.
www. popular. com, my
Buy Chinese books online
www. popularonl ine. com. my"
RECEIPT,"RESTORAN WAN SHENG
002043319-W
No.2, Jalan Temenggung 19/9,
Seksyen 9, Bandar Mahkota Cheras,
43200 Cheras, Selangor
GST REG NO: 001335787520

Tax Invoice

INV No.: 1044151 Cashier: Thandar
Date ; 14-03-2018 10:22:59

Kopi O (B)
1x 2.10 2.10 SR

Take Away

1x 0,20 0.20 SR
Total QTY: 2
Total (Excluding GST): 2.17
GST payable (6%): 0.13
Total (Inclusive of GST): 2,30
TOTAL: 2.30
CASH : 2,30

GST Summary Amount(RM) — Tax(RM)
SR (@ 6%) 201i 0.13"
RECEIPT,"107

Gerbang Alaf Restaurants Sdn Bhd
(65351~M)
formerly known as
Golden Arches Restaurants Sdn Bhd
Licensee of McDonald’s
Level 6, Bangunan 7H, Damansara Ustown3
No.3, Jalan $821/39,47400 Petaling Java
setangor
(GST ID No: 000504664064)
McDonald’s Shel] Mahkota Cheras DY (#36
Tel No. 03-9010-9849
TAX INVOICE

MFY Side 1

INV# 002621900059183
ORD #07 -REG #19- 10/03/2018 17:24:07

QTY ITEM TOTAL

1M Coke 3.50

1 McOhicken 5.00
TakeOut Total (incl GST) 8.50
Total Rounded 8.50
Cash Tendered 50.00
Change 41,50
TOTAL INCLUDES 6% GST 0,48

Thank You and Please Come Again."
RECEIPT,"99 SPEED MART 5/B (519S37-X)
LOT P.7. 2811, JALAN ANGSA,
TAMAN BERKELEY
41150 KLANG, SELANGOR
1558-TMN PUSAT KEPONG
GST ID. NO : 000181747712

INVOICE NO : 17858/102/T0308

O73 S4P4 561781 21-11-16
5386 STAR BRAND GARBAGE BAG  RM31.80 ¢
®6 X RM 5.30
Total Sales (Inclusive 6ST) RM 31.80
CASH RM = $0.00
CHANGE RN = 18,20
65T Summary Amourrt (RM) Tax(RM)
s = 67 30,00 1.80

Thank You. Please come again
Keep the invoice for applicable returns

Ps"
RECEIPT,"PASAR RAYA MEGA MAJU

(SEMENYIH) SDN BHD

(767840-W)
NO 24, 25 & 26,
JALAN PUSAT PERNIAGAAN BUNGA RAYA 4,
PUSAT PERNIAGAAN BUNGA RAYA,
TEL: FAX:
as GST Reg No: 000746659840
| “Invoice No; 01-283886

Date : 03/07/2018 5:22:43 PM
Cashier : SITI
| TAX INVOICE
| Description Qty Price Amount
""4 SRO 9555544201075 4 (‘<C<‘w ACO 4
PRO BALANCE 400GM - BEFF
| 2 SRO 9555544201198 34.38 13.05
PRO BALANCE LAMB 400GM
Discount 0.00
Total Sales inclusive GST @0.00%: = = SOS 30.45.
Cash Received eer 90-50
Change 095
mary % Amournt(RM) Tax(RMV)
Ss! 0.00 30.45 00
Thank You. Please Coms Again
Terirna Kasii i Datang

Go id Are Not Refuna \nu iable"
RECEIPT,"HERO OISTRIBUTION SDIV BHD

(Subang Jasa} 666770-U

GSY Reg » 001627654144

4243, Complehs Perniagaan Sr G

Mn Thin Subang Jasa 3,
40150 Selangor

lavoiee | §1P03201705170016 17/05/17
Nic SITL Atl 08:48:09
AP MAKMUR MINYAK PACKET 1KG
1555845400008 2.50'3 7.50 2

JGRASS KELLY F/POW S'BERRY 2506 '1

9555124301085 6 00°53 18.00 &

Sk RATINY SMITH 10's (PKT)

74 799°? 15.98 Z

[ Total with GST av 6% 41.48

t Rounding 0.02

Tate aa 0.00 Total 4i 50

render

Master 5148 App: 63 41.50
hange 0.90

Tax Amount

vad a-5¥

hank you far shopping vwith us
vi Pi

le again"
RECEIPT,"MEL LET RESTAURANT
NO 2, JALAN BULAN BM U5/BM, SEKSYEN US,
40150 SHAH ALAM, SELANGOR
TEL: 03-7859 9863
NO GST: 0010 9273 4976
TaX INVOICE

TABLE : O8

BILt NO: 00015047 / 10P01
CASHIER: ADMINISTRATOR
BILt DT: 22/01/2017 09:09:16 PM RM

1
|

TALAPIA - DEEP FRIED WITH SWEET & 40.00 SR
C14 (M)

RAISED PORK BELLY WITH BITTER GO 18.90 SR
hE? (S)

3 WATER / TEA 90.56 1.50 SR
3 RICE (6) 21.50 4.50 SR
(i)

& SUB TOTAL 64.00
GST 6% 3.84
ROUNDING ADJ 0.01
NET TOTAL 67.85
Cash 100.00
CHANGE 32.15

mre Amount Tax

THANK YOU, PLEASE COME AGAIN"
RECEIPT,"SANYO STATIONERY SHOP
NO. 31G&33G, JALAN SETIA INDAH X ,U13/X
40170 SETIA ALAM

Mobile /Whatsapps : +6012-918 7937

Tel: +603-3362 4137

GST ID No: 001531760640

TAX INVOICE
Owned By:
SANYU SUPPLY SDN BHD (1135772-K)
CASH SALES COUNTER
“""'t.5000-0001 PHOTOCOPY SERVICES - Ad
SIZE
50 X 0.1000 = 5.00 SR
Total Sales Inclusive GST @6% 5.00
Discount 0.00
Total 5.00
Round Adj 0.00
Final Total ae 5.00
CASH 5.00
CHANGE 0.00
GST Suiimary Amount(RM) Tax(RM)
SR @ 6% 4.72 0.28

INV NO: CS-SA-0097493 Date: 19/07/2017

Goods sold are not Returnable & Refundable

THANK YOU FOR YOUR PATRONAGE
PLEASE COME AGAIN.

TERIMA KASIH SILA DATANG LAGI

** PLEASE KEEP THIS RECEIPT FOR PROVE OF
PURCHASE DATE FOR I.T PRODUCT WARRANTY
PURPOSE **

Follow usin Facebook: Sanyu.Stationery"
RECEIPT,"ugar ?
Q \9 01 O14

Y

SYARIKAT PERNIAGAAN GIN KEE
(81109-A)
NO 290, JALAN AIR PANAS,
SETAPAK,
53200, KUALA LUMPUR.
TEL : 03-40210276

GST ID : 000750673920
SIMPLIFIED TAX INVOICE

‘CASH oo
Doc No. * €§00012493 Date: 02/01/2018
Cashier : USER Time: 09:28:00
Salesperson : Ref. :
lten ss Qty §/Price Amount Tax
1720 1 3.18 3.18 SR
SPONGE SCRUB W-PLASTIC HANDLE
1604 1 10.07 10.07 SR
4 1/2"" PLASTERING TROWEL
~~ Total Qty: 2 48.25
Total Sales (Excluding GST) : 12.50
Discount : 0.00
TotalGST . 0.75
Rounding ; 0.00
Total Sales (inclusive of GST) : 13.25
CASH : 13.25
Change : 0.00
[GSTSUMMARY i a s—
Tax Code % Amt(RM) Tax(RM)
SR 6 12.50 0.75
Total : 12.50 0.75
GOODS SOLD ARE NOT RETURNABLE, THANK YOU

»"
RECEIPT,"Le eee a ll” ee

G ""ARDE: SIA BAKERIES (KL. ) SDN BHD
Lot 3, Jalan Pelabur 23/1,
40300 Shah Alam, Selangor.
Tel: 03- 55423228 FBax:03- 55423213
GST 1D; 600381399040

TAX INVOICE / ADJUSTMENT NOTE
Cash Inv No.: 7919F712

vi U Date: 19/v272017

HAKASSAR FRESH MARKET SDN BHO

GROUND FLOOR, NO. 4 & 6,

JALAN SS i548,

47500 SUBANG JATA, 5) LANGOR

VEOS: Ridzuan (11900)
aan DD: 19/09/2017 11:09
crape Iss Exc D Sale _ :

GC. WHITE: 2233 ""6. 4. @ Z =
WHOL EMEA‘ 2.78 2 3 @ -!1
0.C JUMBO 802.97 8 3 @ -3

Total @% supplies: “a

~

CR-VANILLA @.72 10 ®@ 6 16 7.20
CR-CORN @.72 20 @ 8 2H 14.40
SQ-CHOCMLT @.384 8 @ @ 8 6.72

Total 6% supp! ies (excl. GST): 28.32
(ST: 1.6

Total 6% supplies (Inc. GST): 30.01
Total @% supplies: — -7.43
Total Payable: 22.58

E.&.0.£b.

Received above goods in good order fition.
The recipient of Gardenia’s p cts 1S
required to make necessary adjustments to its
input tax claims, on the basic of the
adjustments shown in this Tax Invoice /
Adjustment Note at

~ CUSTOMER'S COPY"
RECEIPT,"Nokse2
THE: TOAST £&B SDN BHD (965752-T)
LOT 2110&2111 JALAN PERMAS UTARA
BANDAR BARU PERMAS
81750 JOHOR BAHRU JOHOR
Tel: 07-3886880
GST ID No. 002069884928

TAX INVOICE

oe sth tet te te ren tel

PS§3418065765 46/06/2018
G/P: POS1 Loc: PMS
Walk In

T able:|

tem Qty U.Price Disc Amount RM
230 MONGOLIA CHICKEN
i 9.40 0.00 9.405
101 BUTTER KAYA
‘| 2.35 0.00 2.355
205 MEE: HUN KUEY
‘| 8.00 0.00 8.00 $
412 NESLO (ICE)
""| 4.25 0.00 4.255
432 HONEY RED TEA (ICE)
‘ 4.145 0.00 4.155
Total Items: 5
Sub Total RM 28.15
Less Discount: 0.00
Round: 0.00

Total Due (GST Inc): 28.15
Paid: Cash : 50.00
Change: 21.85
S:GST(O%): 28.15 9.00

24 |

Plaase Come Again!

16/06/2018 06:18:49 pm"
RECEIPT,"AvOV-

UNIHAKKA INTERNATIONAL.SDN BHD
03 Mar 2018 18:22
(867388-U)
12, Jalan Tampoi 7/4,Kawasan Perindustrian
Tampoi,81200 Johor Bahru, Johor

TAX INVOICE
Invoice #: OR18090302170430
item Qty Total
‘SR 100700000035- Meat +a Vege 7
$7.40 1 $7.40
SR 100100000015- Vegetable
$140 1 $1.40

Total Amount: $8.20
GST @o%: $0.48

Neti Total: $8.20

Payment Made Amount
CASH $8.20
Changs $0.00
‘Suremary Aru) Taxis)

eae

GST REG #00085@ 195584
BAR WANG RICE@PERMAS JAYA
(Price Inclusive Of GST)
Thank You & Corne Again!

Like and Follow Us on Facebook!
Faceback.comBarWangRice"
RECEIPT,"RESTORAN WAN SHENG
002043319-W
No.2, Jalan Temenggung 19/9,
Seksyen 9, Bandar Mahkota Cheras,
43200 Cheras, Selangor
GST REG NO: 001335787520

Tax Invoice

INV No.: 1212276 Cashier: Nicole
Date : 26-06- 2018 Mr 08:54

Descr pt ion Qty U, price Total TAX

Teh (B)

1x 2,10 2.10 ZRL

Cham (B)

1x 2.10 2.10 ZRL
Take Away

2 x 0,20 0.40 ZRL
Total ary: 4
Total (Excluding GST): 4,60
Total (Inclusive of GST): 4.60
TOTAL: 4.60
CASH ; 4.60

| GST Summary Amount(RM) — Tax(RM)

ZRL (@ 0%) 4,60 0.00"
RECEIPT,"QZ1e020e ,-' -

BEYOND BROTHERS HARDWARE
(872981-V}
-OT 1-0-2, JL 1/90,
DIAMOND SQUARE,
OFF JLN GOMBAK
$3000 KUALA LUMPUR
TEL. | 03-40211233 FAX : 03-402232
IVAN_KONG nein COM
GST ID: 00192149

_TAXINVOICE

Caster _ USER Time. 11.14.00
Salesperson : Ref.

(GST) (GST)
item ss City, S/Price $/Price Amount Tax
4432 2 30 Ut 31 60 32 :

8 GAIL. WHITE CONTAINER |
~~ TotalQy: of” eT \cl-1¢
Total Sales (Ex. =. ig GST) 60.00
@ Discount 0.00
Total (sST 2.60
Rounding . 6.390
Total Salas (Inclusive of GST) : 63.60)
CASH : 63.60
Change : 0.00
1GST SUMMARY : |
| fax Code % Amt (RM) Tax (RM)
S § €0.3C 360}
Total: 60.00 3 80)
GOODS SOLD ARE We URNABLE. Tri

See ee Sa eee ee ie

Doc No. CS00065374 Date 08/02/2018"
RECEIPT,"31802065

MR. D.I.Y. (HM) SDN BHD
(CO.REG :860671-D)
LOT 1851-A & 1851-B, JALAN KPB 6,
KAWASAN PERINDUSTRIAN BALAKONG,
43300 SERI KEMBANGAN, SELANGOR
(GST ID No :000306020352)
(101 PUCHONG)
-TAX INVOICE-

WHITE CABLE TIE 4*200MM(8’ ) #§
UB52 - 20/250

9072317 1X 3.90 3.90
WHITE CABLE TIE 5*250 *§
UH32 - 10/150

9072318 1X 6.50 6.50
HOSE PUMP C88351# *§
KE23-33-53 - 12/120

9074333 1X 1.90 1.90
Item(s) : 3 Qty(s) : 3
Total Incl. GST@6% RM 12.30
CASH RM 50.00
CHANGE RM 37.70

ool @6% included in total RM 0.70

24. -03-18 18:10 SHO] ZJ86 11 RO00112046
OPERATOR TRAINEE CASHIER

EXCHANGE ARE ALLOWED WITHIN
1 DAY WITH RECEIPT.
STRICTLY NO CASH REFUND."
RECEIPT,"QZ1e020e ,-' -

BEYOND BROTHERS HARDWARE
(872981-V}
-OT 1-0-2, JL 1/90,
DIAMOND SQUARE,
OFF JLN GOMBAK
$3000 KUALA LUMPUR
TEL. | 03-40211233 FAX : 03-402232
IVAN_KONG nein COM
GST ID: 00192149

_TAXINVOICE

Caster _ USER Time. 11.14.00
Salesperson : Ref.

(GST) (GST)
item ss City, S/Price $/Price Amount Tax
4432 2 30 Ut 31 60 32 :

8 GAIL. WHITE CONTAINER |
~~ TotalQy: of” eT \cl-1¢
Total Sales (Ex. =. ig GST) 60.00
@ Discount 0.00
Total (sST 2.60
Rounding . 6.390
Total Salas (Inclusive of GST) : 63.60)
CASH : 63.60
Change : 0.00
1GST SUMMARY : |
| fax Code % Amt (RM) Tax (RM)
S § €0.3C 360}
Total: 60.00 3 80)
GOODS SOLD ARE We URNABLE. Tri

See ee Sa eee ee ie

Doc No. CS00065374 Date 08/02/2018"
RECEIPT,"PAGAR NIKE JTW SENG
379, JALAN PERMAS SATU,
BANOAR BAR PERNAS JAVA
91750 PLENTONG, JOHOR.

TEL + 07-4874904

(00. NG, JMO19538-D)

(GST NO, 000150511616)

60040 18/03/16
CASHTER?

TAKIN
Eashi

i LES. 2.20 2Rt
+ LTK OMEGA PLUS 1D O70 2RL
1 VEGETABLES 1,00 ZRL
i VEGETABLES 2.00 ZRL
1 8.00 ZRi
1 8.50 ZRi.
1 1,20 §R
Tten Count 7
SUBTOTAL: 28.60
' 2) <,
TL: RM 28 .60
Gk GST 0.07

Payment Details -~------=
100.00
71.40

18/03/18 09:03 #002-15500408

CASHTER2

GST Summary Amount BM) Tax( RN)

SR (96%)) 1.20 0.07
2,40 0,09

IRL (80%)"
RECEIPT,"RESTORAN WAN SHENG
(02043319-W

No.2, Jalan Temenggung 19/9,
Seksyen 9, Bandar Mahkota Cheras,

43200 Cheras, Selangor
GST REG NO: 001335787520

fax Invoice

INV No.: 1085405 Cashier: Thandar
fate  : 09-04-2018 13:16:21
Vescription Qty  U.price Total TAX
Teh (B)
1x 2.20 2.20 SR
Cham (B) ;
1x 2,20 2.20 SR
Herbal Tea
2x 1.70 3.40 SR
Take Away
4x 0.20 0.80 SR
Total QIy: 8
jotal (Excluding GST): 8.11
GST payable (6%): 0.49
Total (Inclusive of GST); 8.60
TO RAs 8.60 |
— CASH : 8,60 |
GST Summary Amount(RM} — Tax(RM)
SR (@ 6%) 8.1) 0.49

im"
RECEIPT,"Z (HDS) ™

MR. D.I.Y. (M) SDN BHD
(CO.REG :860671-D) -
LOT 1851-A & 1851-B, JALAN KPB 6,
KAWASAN PERINOUSTRIAN BALAKONG,
43300 SERI KEMBANGAN, SELANGOR
(GST ID No :000308020352)
(101 PUCHONG)
-TAX INVOICE-

BRUSH 1.5’ 628 «5
KE51 - 12/720

9071503 ee 2.10 9 2410
Item(s) : 1 Qty(s) : 1
Total Incl. GST@6% RM 2, 10
CASH RM 2.10

GST @6% included in total RM 0.12

28-04- 18 16:59 SHO1 2J86 12 R000120516
OPERATOR TRAINEE CASHIER

EXCHANGE ARE ALLOWED WITHIN

7 DAY WITH RECEIPT.
STRICTLY NO CASH REFUND.

= ag yps- suche ro rcrenonee"
RECEIPT,"cae Set

we .

THE TOAST F&B SDN BHD (S65752-1)
LOT 211082111 JALAN PERMAS UTARA
BANDAR BARU PERMAS
81750 JOHOR BAHRU JOHOR
Tel: 07-38868¢
GST ID No 002069884028

TAX INVOICE

5eadi805a885 ~—~—-11/08/2018
S/F: POS Loc: PMS
Waik In
Tabble:| a7
tem Qty U.Price Dise = Amount
711 WM TUNA
| BOO 0.00 5.008
224 CANTONESE
""| 40.00 0.00 10.00 5
2e0L. TIA KAMPUNG
| 10.40 0.00 10.405
a0 KOP| - HOT
2 780 0.00 5.60
Total Items: 4
Sub Total: ""374,00
Less Discount: 0.00
Round: 6.00
Total Due (GST Ine): 371.00
Paid: ¢5 | 571.00
Change: 20.00

gate,

S:GST(6%) 29,24 1.76

Plaase Come Again!

41/08/2018 08:35:58 pm"
RECEIPT,"BAU PW EF Be OEP
5 f fee § Ae Ps
MTT CD

PASAR MINI JIN SENG
379, JALAN PERMAS SATU,
BANDAR BARU PERMAS JAYA
81/50 PLENTONG, JOHOR.
TEL + 07-3874904
(CO. NO. JM0195368-D)
(GST NO. 000150511616)

a eh tras maa Mean yan Mes md te Me © Ar sen ear mite 0 nit om ce SS Ct i AN ME Rt MR ne fe “ud hi Md enw ariny Maret me

TAXINV :003-1565455 15/04/18
Cashier : CASHIERS

1 SEAFOOD 23.40 ZRL
1 KENKO BEBOLA IKAN 200G 2,40 SR

1 SILKEN TOFU 300G 1.10 SR

| VEGETABLES 1.80 ZRL
1 VEGETABLES 5,50 ZRL
1 VEGETABLES 1.30 ZRL
1 VEGETABLES 2.20 ZRL
1 MAS GOOD MELAKA NOODLES 3.20 SR
1 VEGETABLES 4.00 ZRL
Item Count | g
SUBTOTAL : 44 90
6% GST 0.38

CASH 100.00
CASH CHANGE 55.10
19/04/18 08:53 #003~1565495¢#

CASHIERS

TT ee ee mn rt aed eM my se ee eS te Abe ny ah St Mtns ert ee ers ee

GST Summary Amount (RM) Tax(RM)

SR (@6%) 6.70 0.38
ZRL (@0% ) 38.20 0.00
Thank you

Please come again
RT], RANBIR
GOODS SOLD ARE NOT REFUNDABLE"
RECEIPT,"toe

2 18 0104

«

SYARIKAT PERNIAGAAN GIN KEE
(81109-A)
NO 290, JALAN AIR PANAS,
SETAPAK,
53200, KUALA LUMPUR.
TEL : 03-40210276
GST ID : 000750673920
SIMPLIFIED TAX INVOICE

CASH
DocNo _. CS00012514 Date: 03/01/2018
Cashier - USER Time: 10:37:00
Salesperson - Ref. :
ltem_ Qty S/Price Amount Tax
1938 2 6.89 13.78 SR
4"" ROLLER SET
1618 1 40.28 4028 SR
7LT TOPLS EMULSION PAINT
2430 2 18.02 3604 SR
CEMEIN! (50KG)
2225 1 4.77 477 SR
PLASTIC TRAP (L)
~ fotaiary. 6 - 94.87
Tota! Sales (Excluding GST) ° 89.50
Discount : 0.00
Total GST : §.37
Rounding : 0.00
Total Sales (Inclusive of GST) : 94.87
CASH : 94.87
Change : 0.00

‘GST SUMMARY

TaxCode % Amt(RM) Tax(RM)
* 6 89.50 5 37

Total : 89.50 §.37] 7

GOODS SOLD ARE NOT RETURNABLE, THANK YOU
__——— ee"
RECEIPT,"SWC ENTERPRISE SDN BHD
(1125830-))
5-7, JALAN MAHAGONI 7/1
SEKSYEN 4, BANDAR UTAHA, 44300
BATANG KALI, SELANGOR
03-60571377

GST. 002017808384
Tax Invoice No = 00516087100028

OPEN CODE-SR ITEH
0025679 U

3x8. 00 24.00 $

0025679 U 1x7.00 7.00 $
PD 3,20 -3.80
Authorize : BATANGKALI-S
STAR 12X13 (1X180)

0020323 PKT 1x1.00 1.00 §
STAR 15X16 AA (1K120)

0020324 PKT 1x1.60 1.80 §
Tten 4 SubTotal Inc} G87 30.00
Qty 6 Spec. Disc 0.00
Saving 3.80 Rounding 0.00

Total i

28/03/2018 10 3
UMA

GOODS SOLD ONLY EXCHANGEABLE WITHIN 3 DAYS
GOODS SOLD ARE NOT REFUNDABLE
THANK YOU FOR YOUR KIND SUPPORT
PLEASE COME AGAIN"
